ID,BattleType,dialogue1,dialogue2,BP_Up0,BP_Up1,BP_Up2,BP_Up3,BP_Up4,BP_Up5,BP_Up6,BP_Up7,BP_Up8,BP_Up9,BP_Down0,BP_Down1,BP_Down2,BP_Down3,BP_Down4,BP_Down5,BP_Down6,BP_Down7,BP_Down8,BP_Down9,BattleName
3237,BT_PVE,,,20168,20168,31238,20168,20168,,,,,,,,,,,,,,,,
3238,BT_PVE,,,20169,20169,31239,20169,20169,,,,,,,,,,,,,,,,
3239,BT_PVE,,,20170,20170,31240,20170,20170,,,,,,,,,,,,,,,,
3240,BT_PVE,,,20171,20171,31241,20171,20171,,,,,,,,,,,,,,,,
3241,BT_PVE,,,20172,20172,31242,20172,20172,,,,,,,,,,,,,,,,
3242,BT_PVE,,,20173,20173,31243,20173,20173,,,,,,,,,,,,,,,,
3243,BT_PVE,,,20174,20174,31244,20174,20174,,,,,,,,,,,,,,,,
3244,BT_PVE,,,20175,20175,31245,20175,20175,,,,,,,,,,,,,,,,
3245,BT_PVE,,,20176,20176,31246,20176,20176,,,,,,,,,,,,,,,,
3246,BT_PVE,,,20177,20177,31247,20177,20177,,,,,,,,,,,,,,,,
3247,BT_PVE,,,20178,20178,31248,20178,20178,,,,,,,,,,,,,,,,
3248,BT_PVE,,,20179,20179,31249,20179,20179,,,,,,,,,,,,,,,,
3249,BT_PVE,,,20180,20180,31250,20180,20180,,,,,,,,,,,,,,,,
3250,BT_PVE,,,20181,20181,31251,20181,20181,,,,,,,,,,,,,,,,
3251,BT_PVE,,,20182,20182,31252,20182,20182,,,,,,,,,,,,,,,,
3252,BT_PVE,,,20183,20183,31253,20183,20183,,,,,,,,,,,,,,,,
3253,BT_PVE,,,20184,20184,31254,20184,20184,,,,,,,,,,,,,,,,
3254,BT_PVE,,,20185,20185,31255,20185,20185,,,,,,,,,,,,,,,,
3255,BT_PVE,,,20186,20186,31256,20186,20186,,,,,,,,,,,,,,,,
3256,BT_PVE,,,20187,20187,31257,20187,20187,,,,,,,,,,,,,,,,
3257,BT_PVE,,,20188,20188,31258,20188,20188,,,,,,,,,,,,,,,,
3258,BT_PVE,,,20189,20189,31259,20189,20189,,,,,,,,,,,,,,,,
3259,BT_PVE,,,20190,20190,31260,20190,20190,,,,,,,,,,,,,,,,
3260,BT_PVE,,,20191,20191,31261,20191,20191,,,,,,,,,,,,,,,,
3261,BT_PVE,,,20192,20192,31262,20192,20192,,,,,,,,,,,,,,,,
3262,BT_PVE,,,20193,20193,31263,20193,20193,,,,,,,,,,,,,,,,
3263,BT_PVE,,,20194,20194,31264,20194,20194,,,,,,,,,,,,,,,,
3264,BT_PVE,,,20195,20195,31265,20195,20195,,,,,,,,,,,,,,,,
3265,BT_PVE,,,20196,20196,31266,20196,20196,,,,,,,,,,,,,,,,
3266,BT_PVE,,,20197,20197,31267,20197,20197,,,,,,,,,,,,,,,,
3267,BT_PVE,,,20198,20198,31268,20198,20198,,,,,,,,,,,,,,,,
3268,BT_PVE,,,20199,20199,31269,20199,20199,,,,,,,,,,,,,,,,
3269,BT_PVE,,,20200,20200,31270,20200,20200,,,,,,,,,,,,,,,,
3270,BT_PVE,,,20201,20201,31271,20201,20201,,,,,,,,,,,,,,,,
3271,BT_PVE,,,20202,20202,31272,20202,20202,,,,,,,,,,,,,,,,
3272,BT_PVE,,,20203,20203,31273,20203,20203,,,,,,,,,,,,,,,,
3273,BT_PVE,,,20204,20204,31274,20204,20204,,,,,,,,,,,,,,,,
3274,BT_PVE,,,20205,20205,31275,20205,20205,,,,,,,,,,,,,,,,
3275,BT_PVE,,,20206,20206,31276,20206,20206,,,,,,,,,,,,,,,,
3276,BT_PVE,,,20207,20207,31277,20207,20207,,,,,,,,,,,,,,,,
3277,BT_PVE,,,20208,20208,31278,20208,20208,,,,,,,,,,,,,,,,
3278,BT_PVE,,,20209,20209,31279,20209,20209,,,,,,,,,,,,,,,,
3279,BT_PVE,,,20210,20210,31280,20210,20210,,,,,,,,,,,,,,,,
3280,BT_PVE,,,20211,20211,31281,20211,20211,,,,,,,,,,,,,,,,
3281,BT_PVE,,,20212,20212,31282,20212,20212,,,,,,,,,,,,,,,,
3282,BT_PVE,,,20213,20213,31283,20213,20213,,,,,,,,,,,,,,,,
3283,BT_PVE,,,20214,20214,31284,20214,20214,,,,,,,,,,,,,,,,
3284,BT_PVE,,,20215,20215,31285,20215,20215,,,,,,,,,,,,,,,,
3285,BT_PVE,,,20216,20216,31286,20216,20216,,,,,,,,,,,,,,,,
6001,BT_PET,,,,20011;;61009,61001;61005,20011;;61009,,,,,,,,,,,,,,,,,CunZhuang2
6002,BT_PET,,,20082,20082,61002;61006,20082,20082,,;;61010,,;;61010,,,,,,,,,,,,Snow_zhandou
6003,BT_PET,,,40234,40234,40235,40234,40234,,40234;;61011,61003;61007,40234;;61011,,,,,,,,,,,,HaiDiBattle
6004,BT_PET,,,40264,40264,40265,40264,40264,,40265;;61012,61004;61008,40265;;61012,,,,,,,,,,,,CunZhuang2
6005,BT_PET,,,,40013,61005,40013,,,,,,,,,,,,,,,,,Snow_zhandou
6006,BT_PET,,,40058,40058,61006,40058,40058,,,,,,,,,,,,,,,,Snow_zhandou
6007,BT_PET,,,40229,40229,40239,40229,40229,,40229,61007,40229,,,,,,,,,,,,Ha_zhandou
6008,BT_PET,,,40258,40258,40266,40258,40258,,40266,61008,40266,,,,,,,,,,,,Desert_zhandou
6009,BT_PET,,,,40275,61009,40275,,,,,,,,,,,,,,,,,Desert_zhandou
6010,BT_PET,,,40320,40320,61010,40320,40320,,,,,,,,,,,,,,,,HaiDiBattle
6011,BT_PET,,,40369,40369,40366,40369,40369,,40369,61011,40369,,,,,,,,,,,,CunZhuang2
6012,BT_PET,,,40399,40399,40401,40399,40399,,40401,61012,40401,,,,,,,,,,,,Snow_zhandou
55000,BT_PVE,,,55000,55000,55000,55000,55000,,,,,,,,,,,,,,,,
55001,BT_PVE,,,55001,55001,55001,55001,55001,,,,,,,,,,,,,,,,
55002,BT_PVE,,,55002,55002,55002,55002,55002,,,,,,,,,,,,,,,,
55003,BT_PVE,,,55003,55003,55003,55003,55003,,,,,,,,,,,,,,,,
55004,BT_PVE,,,55004,55004,55004,55004,55004,,,,,,,,,,,,,,,,
55005,BT_PVE,,,55005,55005,55005,55005,55005,,,,,,,,,,,,,,,,
55006,BT_PVE,,,55006,55006,55006,55006,55006,,,,,,,,,,,,,,,,
55007,BT_PVE,,,55007,55007,55007,55007,55007,,,,,,,,,,,,,,,,
55008,BT_PVE,,,55008,55008,55008,55008,55008,,,,,,,,,,,,,,,,
55009,BT_PVE,,,55009,55009,55009,55009,55009,,,,,,,,,,,,,,,,
57000,BT_PVE,,,20070,20070,57000,20070,20070,,,,,,,,,,,,,,,,
57001,BT_PVE,,,20098,20098,57001,20098,20098,,,,,,,,,,,,,,,,
57002,BT_PVE,,,20105,20105,57002,20105,20105,,,,,,,,,,,,,,,,
57003,BT_PVE,,,20122,20122,57003,20122,20122,,,,,,,,,,,,,,,,
57004,BT_PVE,,,20070,20070,57004,20070,20070,,,,,,,,,,,,,,,,
57005,BT_PVE,,,20098,20098,57005,20098,20098,,,,,,,,,,,,,,,,
57006,BT_PVE,,,20105,20105,57006,20105,20105,,,,,,,,,,,,,,,,
57007,BT_PVE,,,20122,20122,57007,20122,20122,,,,,,,,,,,,,,,,
57008,BT_PVE,,,20070,20070,57008,20070,20070,,,,,,,,,,,,,,,,
57009,BT_PVE,,,20098,20098,57009,20098,20098,,,,,,,,,,,,,,,,
57010,BT_PVE,,,20105,20105,57010,20105,20105,,,,,,,,,,,,,,,,
57011,BT_PVE,,,20122,20122,57011,20122,20122,,,,,,,,,,,,,,,,
57012,BT_PVE,,,20070,20070,57012,20070,20070,,,,,,,,,,,,,,,,
57013,BT_PVE,,,20098,20098,57013,20098,20098,,,,,,,,,,,,,,,,
57014,BT_PVE,,,20105,20105,57014,20105,20105,,,,,,,,,,,,,,,,
57015,BT_PVE,,,20122,20122,57015,20122,20122,,,,,,,,,,,,,,,,
57016,BT_PVE,,,20070,20070,57016,20070,20070,,,,,,,,,,,,,,,,
57017,BT_PVE,,,20098,20098,57017,20098,20098,,,,,,,,,,,,,,,,
57018,BT_PVE,,,20105,20105,57018,20105,20105,,,,,,,,,,,,,,,,
57019,BT_PVE,,,20122,20122,57019,20122,20122,,,,,,,,,,,,,,,,
57020,BT_PVE,,,20070,20070,57020,20070,20070,,,,,,,,,,,,,,,,
57021,BT_PVE,,,20098,20098,57021,20098,20098,,,,,,,,,,,,,,,,
57022,BT_PVE,,,20105,20105,57022,20105,20105,,,,,,,,,,,,,,,,
57023,BT_PVE,,,20122,20122,57023,20122,20122,,,,,,,,,,,,,,,,
57024,BT_PVE,,,20070,20070,57024,20070,20070,,,,,,,,,,,,,,,,
57025,BT_PVE,,,20098,20098,57025,20098,20098,,,,,,,,,,,,,,,,
57026,BT_PVE,,,57030,57030,57026,57030,57030,,,,,,,,,,,,,,,,
57027,BT_PVE,,,57031,57031,57027,57031,57031,,,,,,,,,,,,,,,,
57028,BT_PVE,,,57030,57030,57028,57030,57030,,,,,,,,,,,,,,,,
57029,BT_PVE,,,57031,57031,57029,57031,57031,,,,,,,,,,,,,,,,
80000,BT_PVE,,,41,41,70036,41,41,,,,,,,,,,,,,,,,
80001,BT_PVE,,,42,42,70037,42,42,,,,,,,,,,,,,,,,
80002,BT_PVE,,,44,44,70038,44,44,,,,,,,,,,,,,,,,
80003,BT_PVE,,,45,45,70039,45,45,,,,,,,,,,,,,,,,
80004,BT_PVE,,,47,47,70040,47,47,,,,,,,,,,,,,,,,
90000,BT_PVE,,,69,69,70041,69,69,,,,,,,,,,,,,,,,
90001,BT_PVE,,,70,70,70042,70,70,,,,,,,,,,,,,,,,
90002,BT_PVE,,,72,72,70043,72,72,,,,,,,,,,,,,,,,
90003,BT_PVE,,,73,73,70044,73,73,,,,,,,,,,,,,,,,
90004,BT_PVE,,,74,74,70045,74,74,,,,,,,,,,,,,,,,
90005,BT_PVE,,,70047,70047,70046,70047,70047,70047,70047,70047,70047,70047,,,,,,,,,,,
90006,BT_PVE,,,70049,70049,70048,70049,70049,70049,70049,70049,70049,70049,,,,,,,,,,,
90007,BT_PVE,,,70051,70051,70050,70051,70051,70051,70051,70051,70051,70051,,,,,,,,,,,
90008,BT_PVE,,,70053,70053,70052,70053,70053,70053,70053,70053,70053,70053,,,,,,,,,,,
90009,BT_PVE,,,70046,,70054,,70052,,70050,,70048,,,,,,,,,,,,
90010,BT_PVE,,,,70055,,70055,,,,,,,,,,,,,,,,,
90011,BT_PVE,,,70056,70056,70057,70056,70056,70056,70056,70056,70056,70056,,,,,,,,,,,
90012,BT_PVE,,,,70058,,70058,,,,,,,,,,,,,,,,,
90013,BT_PVE,,,70059,70059,70059,70059,70059,70059,70059,70059,70059,70059,,,,,,,,,,,
90014,BT_PVE,,,70061,70063,70060,70064,70062,,,,,,,,,,,,,,,,
90015,BT_PVE,,,,,70065,,,,,,,,,,,,,,,,,,
90016,BT_PVE,,,70071,70071,70066,70071,70071,,,,,,,,,,,,,,,,
90017,BT_PVE,,,70072,70072,70067,70072,70072,,70072,,70072,,,,,,,,,,,,
90018,BT_PVE,,,70073,70073,70068,70073,70073,,,,,,,,,,,,,,,,
90019,BT_PVE,,,70075,70075,70069,70075,70075,,,70076,,,,,,,,,,,,,
90020,BT_PVE,,,,,70070,,,,,,,,,,,,,,,,,,
90021,BT_PVE,,,52018,52018,70077,52018,52018,,,,,,,,,,,,,,,,
90022,BT_PVE,,,52019,52019,70078,52019,52019,,,,,,,,,,,,,,,,
90023,BT_PVE,,,52017,52017,70079,52017,52017,,,,,,,,,,,,,,,,
90024,BT_PVE,,,52019,52018,70080,52019,52018,52019,52018,52017,52019,52018,,,,,,,,,,,
90025,BT_PVE,,,52020,52020,70081,52020,52020,,,,,,,,,,,,,,,,
90026,BT_PVE,,,52021,52021,70082,52021,52021,,,,,,,,,,,,,,,,
90027,BT_PVE,,,52019,52019,70083,52019,52019,,,,,,,,,,,,,,,,
90028,BT_PVE,,,52022,52022,70084,52022,52022,,,,,,,,,,,,,,,,
90029,BT_PVE,,,52018,52018,70085,52018,52018,,,,,,,,,,,,,,,,
90030,BT_PVE,,,52019,52019,70086,52019,52019,,,,,,,,,,,,,,,,
3516,BT_PVE,,,32017,32017,32017,32017,32017,,,,,,,,,,,,,,,,
3517,BT_PVE,,,32018,32018,32018,32018,32018,,,,,,,,,,,,,,,,
3518,BT_PVE,,,32019,32019,32019,32019,32019,,,,,,,,,,,,,,,,
3519,BT_PVE,,,32020,32020,32020,32020,32020,,,,,,,,,,,,,,,,
3520,BT_PVE,,,32021,32021,32021,32021,32021,,,,,,,,,,,,,,,,
3521,BT_PVE,,,32022,32022,32022,32022,32022,,,,,,,,,,,,,,,,
3522,BT_PVE,,,32023,32023,32023,32023,32023,,,,,,,,,,,,,,,,
3523,BT_PVE,,,32024,32024,32024,32024,32024,,,,,,,,,,,,,,,,
3524,BT_PVE,,,32025,32025,32025,32025,32025,,,,,,,,,,,,,,,,
3525,BT_PVE,,,32026,32026,32026,32026,32026,,,,,,,,,,,,,,,,
3526,BT_PVE,,,32027,32027,32027,32027,32027,,,,,,,,,,,,,,,,
3527,BT_PVE,,,32028,32028,32028,32028,32028,,,,,,,,,,,,,,,,
3528,BT_PVE,,,32029,32029,32029,32029,32029,,,,,,,,,,,,,,,,
3529,BT_PVE,,,32030,32030,32030,32030,32030,,,,,,,,,,,,,,,,
3530,BT_PVE,,,32031,32031,32031,32031,32031,,,,,,,,,,,,,,,,
3531,BT_PVE,,,32032,32032,32032,32032,32032,,,,,,,,,,,,,,,,
3532,BT_PVE,,,32033,32033,32033,32033,32033,,,,,,,,,,,,,,,,
3533,BT_PVE,,,32034,32034,32034,32034,32034,,,,,,,,,,,,,,,,
3534,BT_PVE,,,32035,32035,32035,32035,32035,,,,,,,,,,,,,,,,
3535,BT_PVE,,,32036,32036,32036,32036,32036,,,,,,,,,,,,,,,,
3536,BT_PVE,,,32037,32037,32037,32037,32037,,,,,,,,,,,,,,,,
3537,BT_PVE,,,32038,32038,32038,32038,32038,,,,,,,,,,,,,,,,
3538,BT_PVE,,,32039,32039,32039,32039,32039,,,,,,,,,,,,,,,,
3539,BT_PVE,,,32040,32040,32040,32040,32040,,,,,,,,,,,,,,,,
3540,BT_PVE,,,32041,32041,32041,32041,32041,,,,,,,,,,,,,,,,
3541,BT_PVE,,,32042,32042,32042,32042,32042,,,,,,,,,,,,,,,,
3542,BT_PVE,,,32043,32043,32043,32043,32043,,,,,,,,,,,,,,,,
3543,BT_PVE,,,32044,32044,32044,32044,32044,,,,,,,,,,,,,,,,
3544,BT_PVE,,,32045,32045,32045,32045,32045,,,,,,,,,,,,,,,,
3545,BT_PVE,,,32046,32046,32046,32046,32046,,,,,,,,,,,,,,,,
3546,BT_PVE,,,32047,32047,32047,32047,32047,,,,,,,,,,,,,,,,
3547,BT_PVE,,,32048,32048,32048,32048,32048,,,,,,,,,,,,,,,,
3548,BT_PVE,,,32049,32049,32049,32049,32049,,,,,,,,,,,,,,,,
3549,BT_PVE,,,32050,32050,32050,32050,32050,,,,,,,,,,,,,,,,
3550,BT_PVE,,,32051,32051,32051,32051,32051,,,,,,,,,,,,,,,,
3551,BT_PVE,,,32052,32052,32052,32052,32052,,,,,,,,,,,,,,,,
3552,BT_PVE,,,32053,32053,32053,32053,32053,,,,,,,,,,,,,,,,
3553,BT_PVE,,,32054,32054,32054,32054,32054,,,,,,,,,,,,,,,,
3554,BT_PVE,,,32055,32055,32055,32055,32055,,,,,,,,,,,,,,,,
3555,BT_PVE,,,32056,32056,32056,32056,32056,,,,,,,,,,,,,,,,
3556,BT_PVE,,,32057,32057,32057,32057,32057,,,,,,,,,,,,,,,,
3557,BT_PVE,,,32058,32058,32058,32058,32058,,,,,,,,,,,,,,,,
3558,BT_PVE,,,32059,32059,32059,32059,32059,,,,,,,,,,,,,,,,
3559,BT_PVE,,,32060,32060,32060,32060,32060,,,,,,,,,,,,,,,,
3560,BT_PVE,,,32061,32061,32061,32061,32061,,,,,,,,,,,,,,,,
3561,BT_PVE,,,32062,32062,32062,32062,32062,,,,,,,,,,,,,,,,
3562,BT_PVE,,,32063,32063,32063,32063,32063,,,,,,,,,,,,,,,,
3563,BT_PVE,,,32064,32064,32064,32064,32064,,,,,,,,,,,,,,,,
3564,BT_PVE,,,32065,32065,32065,32065,32065,,,,,,,,,,,,,,,,
3565,BT_PVE,,,32066,32066,32066,32066,32066,,,,,,,,,,,,,,,,
3566,BT_PVE,,,32067,32067,32067,32067,32067,,,,,,,,,,,,,,,,
3567,BT_PVE,,,32068,32068,32068,32068,32068,,,,,,,,,,,,,,,,
3568,BT_PVE,,,32069,32069,32069,32069,32069,,,,,,,,,,,,,,,,
3569,BT_PVE,,,32070,32070,32070,32070,32070,,,,,,,,,,,,,,,,
3570,BT_PVE,,,32071,32071,32071,32071,32071,,,,,,,,,,,,,,,,
3571,BT_PVE,,,32072,32072,32072,32072,32072,,,,,,,,,,,,,,,,
3572,BT_PVE,,,32073,32073,32073,32073,32073,,,,,,,,,,,,,,,,
3573,BT_PVE,,,32074,32074,32074,32074,32074,,,,,,,,,,,,,,,,
3574,BT_PVE,,,32075,32075,32075,32075,32075,,,,,,,,,,,,,,,,
3575,BT_PVE,,,32076,32076,32076,32076,32076,,,,,,,,,,,,,,,,
3576,BT_PVE,,,32077,32077,32077,32077,32077,,,,,,,,,,,,,,,,
3577,BT_PVE,,,32078,32078,32078,32078,32078,,,,,,,,,,,,,,,,
3578,BT_PVE,,,32079,32079,32079,32079,32079,,,,,,,,,,,,,,,,
3579,BT_PVE,,,32080,32080,32080,32080,32080,,,,,,,,,,,,,,,,
3580,BT_PVE,,,32081,32081,32081,32081,32081,,,,,,,,,,,,,,,,
3581,BT_PVE,,,32082,32082,32082,32082,32082,,,,,,,,,,,,,,,,
3582,BT_PVE,,,32083,32083,32083,32083,32083,,,,,,,,,,,,,,,,
3583,BT_PVE,,,32084,32084,32084,32084,32084,,,,,,,,,,,,,,,,
3584,BT_PVE,,,32085,32085,32085,32085,32085,,,,,,,,,,,,,,,,
3585,BT_PVE,,,32086,32086,32086,32086,32086,,,,,,,,,,,,,,,,
3586,BT_PVE,,,32087,32087,32087,32087,32087,,,,,,,,,,,,,,,,
3587,BT_PVE,,,32088,32088,32088,32088,32088,,,,,,,,,,,,,,,,
3588,BT_PVE,,,32089,32089,32089,32089,32089,,,,,,,,,,,,,,,,
3589,BT_PVE,,,32090,32090,32090,32090,32090,,,,,,,,,,,,,,,,
3590,BT_PVE,,,32091,32091,32091,32091,32091,,,,,,,,,,,,,,,,
3591,BT_PVE,,,32092,32092,32092,32092,32092,,,,,,,,,,,,,,,,
3592,BT_PVE,,,32093,32093,32093,32093,32093,,,,,,,,,,,,,,,,
3593,BT_PVE,,,32094,32094,32094,32094,32094,,,,,,,,,,,,,,,,
3594,BT_PVE,,,32095,32095,32095,32095,32095,,,,,,,,,,,,,,,,
3595,BT_PVE,,,32096,32096,32096,32096,32096,,,,,,,,,,,,,,,,
3596,BT_PVE,,,32097,32097,32097,32097,32097,,,,,,,,,,,,,,,,
3597,BT_PVE,,,32098,32098,32098,32098,32098,,,,,,,,,,,,,,,,
3598,BT_PVE,,,32099,32099,32099,32099,32099,,,,,,,,,,,,,,,,
3599,BT_PVE,,,32100,32100,32100,32100,32100,,,,,,,,,,,,,,,,
3600,BT_PVE,,,32101,32101,32101,32101,32101,,,,,,,,,,,,,,,,
3601,BT_PVE,,,32102,32102,32102,32102,32102,,,,,,,,,,,,,,,,
3602,BT_PVE,,,32103,32103,32103,32103,32103,,,,,,,,,,,,,,,,
3603,BT_PVE,,,32104,32104,32104,32104,32104,,,,,,,,,,,,,,,,
3604,BT_PVE,,,32105,32105,32105,32105,32105,,,,,,,,,,,,,,,,
3605,BT_PVE,,,32106,32106,32106,32106,32106,,,,,,,,,,,,,,,,
3606,BT_PVE,,,32107,32107,32107,32107,32107,,,,,,,,,,,,,,,,
3607,BT_PVE,,,32108,32108,32108,32108,32108,,,,,,,,,,,,,,,,
3608,BT_PVE,,,32109,32109,32109,32109,32109,,,,,,,,,,,,,,,,
3609,BT_PVE,,,32110,32110,32110,32110,32110,,,,,,,,,,,,,,,,
3610,BT_PVE,,,32111,32111,32111,32111,32111,,,,,,,,,,,,,,,,
3611,BT_PVE,,,32112,32112,32112,32112,32112,,,,,,,,,,,,,,,,
3612,BT_PVE,,,32113,32113,32113,32113,32113,,,,,,,,,,,,,,,,
3613,BT_PVE,,,32114,32114,32114,32114,32114,,,,,,,,,,,,,,,,
3614,BT_PVE,,,32115,32115,32115,32115,32115,,,,,,,,,,,,,,,,
3615,BT_PVE,,,32116,32116,32116,32116,32116,,,,,,,,,,,,,,,,
3616,BT_PVE,,,32117,32117,32117,32117,32117,,,,,,,,,,,,,,,,
3617,BT_PVE,,,32118,32118,32118,32118,32118,,,,,,,,,,,,,,,,
3618,BT_PVE,,,32119,32119,32119,32119,32119,,,,,,,,,,,,,,,,
3619,BT_PVE,,,32120,32120,32120,32120,32120,,,,,,,,,,,,,,,,
3620,BT_PVE,,,32121,32121,32121,32121,32121,,,,,,,,,,,,,,,,
3621,BT_PVE,,,32122,32122,32122,32122,32122,,,,,,,,,,,,,,,,
3622,BT_PVE,,,32123,32123,32123,32123,32123,,,,,,,,,,,,,,,,
3623,BT_PVE,,,32124,32124,32124,32124,32124,,,,,,,,,,,,,,,,
3624,BT_PVE,,,32125,32125,32125,32125,32125,,,,,,,,,,,,,,,,
3625,BT_PVE,,,32126,32126,32126,32126,32126,,,,,,,,,,,,,,,,
3626,BT_PVE,,,32127,32127,32127,32127,32127,,,,,,,,,,,,,,,,
3627,BT_PVE,,,32128,32128,32128,32128,32128,,,,,,,,,,,,,,,,
3628,BT_PVE,,,32129,32129,32129,32129,32129,,,,,,,,,,,,,,,,
3629,BT_PVE,,,32130,32130,32130,32130,32130,,,,,,,,,,,,,,,,
3630,BT_PVE,,,32131,32131,32131,32131,32131,,,,,,,,,,,,,,,,
3631,BT_PVE,,,32132,32132,32132,32132,32132,,,,,,,,,,,,,,,,
3632,BT_PVE,,,32133,32133,32133,32133,32133,,,,,,,,,,,,,,,,
3633,BT_PVE,,,32134,32134,32134,32134,32134,,,,,,,,,,,,,,,,
3634,BT_PVE,,,32135,32135,32135,32135,32135,,,,,,,,,,,,,,,,
3635,BT_PVE,,,32136,32136,32136,32136,32136,,,,,,,,,,,,,,,,
20946,BT_PVE,,,20219,20219,40946,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20947,BT_PVE,,,20219,20219,40947,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20948,BT_PVE,,,20219,20219,40948,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20949,BT_PVE,,,20219,20219,40949,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20950,BT_PVE,,,20219,20219,40950,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20951,BT_PVE,,,20219,20219,40951,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20952,BT_PVE,,,20219,20219,40952,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20953,BT_PVE,,,20219,20219,40953,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20954,BT_PVE,,,20219,20219,40954,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20955,BT_PVE,,,20219,20219,40955,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20956,BT_PVE,,,20219,20219,40956,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20957,BT_PVE,,,20219,20219,40957,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20958,BT_PVE,,,20219,20219,40958,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20959,BT_PVE,,,20219,20219,40959,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20960,BT_PVE,,,20219,20219,40960,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20961,BT_PVE,,,20219,20219,40961,20219,20219,20219,20219,20219,20219,20219,,,,,,,,,,,
20962,BT_PVE,,,20220,20220,40962,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20963,BT_PVE,,,20220,20220,40963,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20964,BT_PVE,,,20220,20220,40964,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20965,BT_PVE,,,20220,20220,40965,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20966,BT_PVE,,,20220,20220,40966,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20967,BT_PVE,,,20220,20220,40967,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20968,BT_PVE,,,20220,20220,40968,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20969,BT_PVE,,,20220,20220,40969,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20970,BT_PVE,,,20220,20220,40970,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20971,BT_PVE,,,20220,20220,40971,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20972,BT_PVE,,,20220,20220,40972,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20973,BT_PVE,,,20220,20220,40973,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20974,BT_PVE,,,20220,20220,40974,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20975,BT_PVE,,,20220,20220,40975,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20976,BT_PVE,,,20220,20220,40976,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20977,BT_PVE,,,20220,20220,40977,20220,20220,20220,20220,20220,20220,20220,,,,,,,,,,,
20978,BT_PVE,,,20221,20221,40978,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20979,BT_PVE,,,20221,20221,40979,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20980,BT_PVE,,,20221,20221,40980,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20981,BT_PVE,,,20221,20221,40981,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20982,BT_PVE,,,20221,20221,40982,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20983,BT_PVE,,,20221,20221,40983,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20984,BT_PVE,,,20221,20221,40984,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20985,BT_PVE,,,20221,20221,40985,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20986,BT_PVE,,,20221,20221,40986,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20987,BT_PVE,,,20221,20221,40987,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20988,BT_PVE,,,20221,20221,40988,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20989,BT_PVE,,,20221,20221,40989,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20990,BT_PVE,,,20221,20221,40990,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20991,BT_PVE,,,20221,20221,40991,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20992,BT_PVE,,,20221,20221,40992,20221,20221,20221,20221,20221,20221,20221,,,,,,,,,,,
20993,BT_PVE,,,20222,20222,40993,20222,20222,20222,20222,20222,20222,20222,,,,,,,,,,,
20994,BT_PVE,,,20222,20222,40994,20222,20222,20222,20222,20222,20222,20222,,,,,,,,,,,
