talk,npcid1,content1,npcid2,content2,npcid3,content3,npcid4,content4,npcid5,content5,npcid6,content6,npcid7,content7,npcid8,content8,npcid9,content9,npcid10,content10,BattleID
345,20,在十字雪岭附近，有一处秘银矿脉，秘银是非常出众的矿石，我们很需要它。,-1,我很擅长采集矿石，所以这个就交给我好了。,,,,,,,,,,,,,,,,,
346,-1,这些就是秘银矿，看起来真的很珍贵。,20,这些就是珍贵的秘银矿！太好了！,,,,,,,,,,,,,,,,,
347,20,原来在十字雪岭指挥黑暗军团作战的人就是皮尼斯！,-1,你认识这个人吗？,20,哼！当然认识！皮尼斯是一个非常邪恶的军阀！他曾经屠杀过无数的奥梅亚斯人！,-1,果然是黑暗军团的作风，那么我必须除掉这个祸害了！,,,,,,,,,,,,,
348,-1,这个可怕的军阀真不好对付，不过最终我还是击败了他。,20,皮尼斯为人虽然邪恶，但实力确实很强，不然怎么能够获得黑暗魔君巴里克的信任呢。,,,,,,,,,,,,,,,,,
349,20,如果想要拯救玛利亚女王，就必须先得到天霜大雪山上的银龙艾薇达大人的帮助。,-1,为什么要获得银龙的帮助？她会帮助我们对付黑暗军团吗？,20,银龙艾薇达大人怎么会直接参与到人类的斗争中，她的帮助就是承认玛利亚女王对于奥梅亚斯的支配权。,-1,原来如此，那么我该怎么办？直接去登上天霜大雪山吗？,20,在这附近，有一个雪女，叫做苏娅，她对于雪上上的事情很清楚，你去寻求她的帮助吧。,,,,,,,,,,,
350,-1,请问你就是雪女苏娅吗？我是来自聂拉维尔的#name#。,21,嗯，我知道你来此的目的，想要我的帮助，就先接受我的委托吧。,,,,,,,,,,,,,,,,,
351,21,天霜大雪山向来是一个危险的地方，那里有一种生物，叫做坚甲龟，他们的龟壳十分坚硬。,-1,你需要这些龟壳吗？,21,聪明，去帮我收集一些坚硬的甲壳吧。,,,,,,,,,,,,,,,
352,21,我需要你帮助的地方还有很多呢。,,,,,,,,,,,,,,,,,,,
353,-1,这些龟壳够了吧？,21,可以了，你完成的还是很快的嘛。,,,,,,,,,,,,,,,,,
354,21,在雪山上，有一种非常凶猛的猛兽，叫做……,-1,我知道！我知道！它们就是极地战熊！,21,知道你还不去处理它们！,,,,,,,,,,,,,,,
355,-1,我处理完毕归来了！,21,没让熊吃了就好。,,,,,,,,,,,,,,,,,
356,21,近来有人说，在雪山之上，见到了可怕的亡灵，这个可是在天霜大雪山之上从没遇到过的。,-1,亡灵吗……那我必须去查看一下了，这样对奥梅亚斯人来说，太危险了。,,,,,,,,,,,,,,,,,
357,-1,果然是亡灵作祟，不过我已经阻止它们了。,21,这样就好，不然雪山上的生灵也会受到影响的。,,,,,,,,,,,,,,,,,
358,21,在雪山上，有一种被称之为雪山巨妖的巨蝙蝠，它们是贪婪的掠食者，所以必须给予惩罚。,-1,对奥梅亚斯人有害的生物，我都不会放过它们的。,,,,,,,,,,,,,,,,,
359,-1,那堆巨蝙蝠不会再造成什么伤害了。,21,很好，你完成我的委托，都很顺利嘛。,,,,,,,,,,,,,,,,,
360,21,你已经完成了我很多个委托，对此，我感到很满意。,-1,这也是为奥梅亚斯做一些贡献嘛。,21,现在我给你最后一个重要的委托，在天霜大雪山，有一个十分恐怖的生物，千年雪妖！我需要你去击败这个恐怖的生物！,,,,,,,,,,,,,,,
361,-1,我已经击败千年雪妖了。,21,很好，很好，这下天霜大雪山会安稳很多了。,,,,,,,,,,,,,,,,,
362,21,你已经帮助我消灭了残忍的千年雪妖，现在我会全力帮助你的。,-1,那太好了，我一定要见到银龙艾薇达大人！,21,艾薇达大人就住在天霜大雪山的顶端，这一路你会遇到不少困难，比如那些守护雪山的风精。,,,,,,,,,,,,,,,
363,-1,果然有很多风精试图阻拦我，不过都被我赶跑了。,21,嗯，风精可是守护着天霜大雪山。,,,,,,,,,,,,,,,,,
364,21,不知道从哪里来了一群深寒炸弹魔，如果它们在雪山上引爆，会引起大雪崩的。,-1,这么危险？那我就去把炸弹都带回来！,,,,,,,,,,,,,,,,,
365,-1,炸弹，拆除成功。,21,幸好没酿成雪崩的灾祸，不然雪山上的生物就惨了。,,,,,,,,,,,,,,,,,
366,21,在天霜大雪山上，住着一群巨人族，泰坦巨人，希望你不要遇到他们，他们都是很可怕的。,-1,我的运气应该不会这么背吧？,,,,,,,,,,,,,,,,,
367,-1,我的运气真是差到家了！竟然真让我遇到了泰坦巨人！,21,幸好你能活着回来。,,,,,,,,,,,,,,,,,
368,21,在天霜大雪山上行走时，如果听到非常美妙的歌唱之音，你切记千万不要被歌声诱惑！,-1,那是什么生物发出的歌声？如果对奥梅亚斯人有危害，我会去制止的。,21,那是雪山幻魔，一种狡猾的生物，以食人著称！如果遇到她们，就除掉她们吧！,,,,,,,,,,,,,,,
369,-1,果然让我遇到雪山幻魔了，不过我已经除掉她们了。,21,很好，她们活着会吃掉很多人类的。,,,,,,,,,,,,,,,,,
370,21,银龙艾薇达大人，你很快就将见到她了，切记，一定要保持谦逊哦！艾薇达大人是最神圣的！,-1,我……我知道了……,21,不过我想艾薇达大人会给予你一个试炼，应该会试试你的实力。,,,,,,,,,,,,,,,
371,-1,银龙艾薇达大人表示会支持玛利亚女王继续支配奥梅亚斯！,21,嗯，那是肯定的，艾薇达大人肯定清楚黑暗军团有多么邪恶。,,,,,,,,,,,,,,,,,
372,21,你已经见过银龙艾薇达大人了，接下来，打算怎么办？,-1,艾薇达大人让我在找她的使徒，龙女卡法莉，卡法莉会协助我的。,21,卡法莉哦，她跟我关系很好的，她就在奥梅亚斯，很好找的。,,,,,,,,,,,,,,,
373,-1,请问你就是龙女卡法莉吗？,22,嗯……我知道……不必自我介绍……,,,,,,,,,,,,,,,,,
374,22,之前……你帮助收集了药引……但仍控制不住伤寒……,-1,那我们该怎么办？继续去找臭袋吗？,22,去找妖草……妖草之叶可以做……抗寒药剂……,,,,,,,,,,,,,,,
375,22,请完成……我们的目标……,,,,,,,,,,,,,,,,,,,
376,-1,我收集到了这些，赶快交给药剂师制作一些抗寒药吧。,22,很好……,,,,,,,,,,,,,,,,,
377,22,在寒星雪原……雪狼成群……是个威胁……,-1,如果雪狼会对奥梅亚斯人造成威胁，那么我会处理这件事。,,,,,,,,,,,,,,,,,
378,-1,果然是雪狼成群，数量太多了，看来仅这样处理是不行的。,22,再想想办法……,,,,,,,,,,,,,,,,,
379,22,雪狼之王……冰狼加内特……去吧……,-1,嗯，如果它就是狼群的头狼，那么我就有必要去看看了。,,,,,,,,,,,,,,,,,
380,-1,冰狼加内特带着它的狼群撤离了。,22,很好……,,,,,,,,,,,,,,,,,
381,22,黑暗军团……邪恶的同盟……单眼巨人……,-1,你是说单眼巨人与黑暗军团同盟了吗？那我必须去破坏他们的同盟！,,,,,,,,,,,,,,,,,
382,-1,单眼巨人的实力太可怕了！,22,正是……,,,,,,,,,,,,,,,,,
383,22,黑暗刃使魔……用黑魔法操纵……十分可怕……,-1,黑暗军团真是拥有很多邪恶的东西啊！,,,,,,,,,,,,,,,,,
384,-1,它们的数量可真多，杀都杀不尽！,22,黑暗军团……很可怕……,,,,,,,,,,,,,,,,,
385,22,恶魔使徒洛尔丹……黑暗军团的重要人物……,-1,洛尔丹就扎住在这附近吗？那么看来只有击败他，才算解救这片区域了。,,,,,,,,,,,,,,,,,
386,-1,洛尔丹的实力真是强大，太难对付了！,22,所以……他很得信赖……,,,,,,,,,,,,,,,,,
387,22,苏娅……在找你……,-1,雪女苏娅吗？那么我马上去找她看看有什么事情。,,,,,,,,,,,,,,,,,
388,-1,有什么需要帮助的吗？,21,不好了！冰晶雪廊那边遭到了千年冰晶树魔的侵害！我需要你的帮助！,,,,,,,,,,,,,,,,,
389,21,要小心这附近的极寒小魔怪，这种生物非常邪恶，也非常不好对付。,-1,我知道了，我会小心应付的。,,,,,,,,,,,,,,,,,
390,-1,这群极寒小魔怪还真不好对付，不过却也不是我对手。,21,在冰晶雪廊千万不能大意，这里的魔物很可怕。,,,,,,,,,,,,,,,,,
391,21,当你走在冰晶雪廊的时候，会不会感觉到有人在盯着你？,-1,确实有这样的感觉，这是为什么？,21,那是因为潜藏在雪廊之中的风蜘蛛，十分可怕的生物。,,,,,,,,,,,,,,,
392,-1,我与风蜘蛛交手了，并且清除掉了一些。,21,那就好，风蜘蛛喜欢藏在暗处偷袭别人，十分可怕的。,,,,,,,,,,,,,,,,,
393,21,在冰晶雪廊，有一种夺命螳螂，十分凶猛，若要它失去战斗力，唯有夺取它的镰刀。,-1,这就交给我好了！不能让它们继续这样危害周边生物。,,,,,,,,,,,,,,,,,
394,-1,失去镰刀的螳螂，果然毫无战斗力了。,21,毕竟这是它们最可怕的武器。,,,,,,,,,,,,,,,,,
395,21,在这个附近，树精是非常多的，小心被它们给蛊惑了，它们都是千年冰晶树魔忠实的手下。,-1,我会特别注意一下这些树精的！,,,,,,,,,,,,,,,,,
396,-1,这些树精真难对付，比一般的树精可怕很多。,21,毕竟它们是在冰晶雪廊生活的魔物。,,,,,,,,,,,,,,,,,
397,21,要直接对付千年冰晶树魔了，一定要小心，这个魔物十分可怕，也十分强大。,-1,我会小心的，只有击败它，冰晶雪廊才会恢复太平。,,,,,,,,,,,,,,,,,
398,-1,我击败千年冰晶树魔了！,21,太好了，这样我就没什么可担心的了。,,,,,,,,,,,,,,,,,
399,21,冰晶雪廊这里已经安稳了，黑暗军团已经无法支配奥梅亚斯的雪域了。,-1,这样正好，那么我们是时候要反击了，我现在就去问问卡立德有什么安排。,,,,,,,,,,,,,,,,,
400,-1,黑暗军团在这片雪域上的人，已经被逐个击破了。,20,嗯！咱们也是时候反击了！,,,,,,,,,,,,,,,,,
401,20,有一群虎人被黑暗军团所雇佣，扎住在了雪堡！,-1,虎人？那个最善战的种族吗？,20,没错！真是可恶，伟大的雪堡，竟然住进了这群好战狂！,,,,,,,,,,,,,,,
402,-1,雪堡中真是四处都是虎人呀。,20,他们十分不好对付，以后再遇到他们，一定要小心。,,,,,,,,,,,,,,,,,
403,20,由于雪堡中出现了战争，惹来了一群雪域贼鼠在宫殿里抢劫偷窃，实在是太可恶了！,-1,我知道这种生物，他们非常喜欢宝石，想必是偷盗了宝石，我去追讨回来吧！,,,,,,,,,,,,,,,,,
404,-1,这些小家伙还真是不好对付呢，不过宝石已经取回来了。,20,哎！对这样的家伙，真是不得大意啊！,,,,,,,,,,,,,,,,,
405,20,黑暗军团竟然放出了魔域狂犬！他们真是不顾后果呀！,-1,那是什么？很可怕吗？,20,传说魔域狂犬都是来自地狱的恐怖生物，他们会撕咬吞噬看到的一切！我们必须消灭这些恐怖的生物！,,,,,,,,,,,,,,,
406,-1,我已经击败这些魔域狂犬了，它们实在是太可怕了，如果让它们冲出雪堡，后果不堪设想。,20,可恶的黑暗军团！我们一定要让他们付出代价！,,,,,,,,,,,,,,,,,
407,20,雪堡里怎么有一股腐臭！难道说隐藏着什么恶心的敌人？,-1,我去调查看看吧，如果是恶心的敌人，那么我会干掉他的！,,,,,,,,,,,,,,,,,
408,-1,是腐尸！果然是很恶心的敌人！,20,这帮邪恶的黑暗军团！竟然用死灵法术复活了腐烂的尸体！,,,,,,,,,,,,,,,,,
409,20,玛利亚女王应该就关在这附近，麻烦你多找找她。,-1,我会的，不过感觉想要见到女王殿下，并没有那么简单。,,,,,,,,,,,,,,,,,
410,-1,白恶魔吉拉斯……真是一个奇怪的敌人，我估计以后还会遇到他的。,20,皇国的人竟然出现在这里，那想必皇国是知道黑暗军团阴谋的，这群可恶的家伙！,,,,,,,,,,,,,,,,,
411,20,请去觐见玛利亚女王吧，玛利亚女王肯定非常感激你为奥梅亚斯做的一切。,-1,嗯，我这就去见玛利亚女王。,,,,,,,,,,,,,,,,,
412,-1,玛利亚女王，终于见到您了。,23,#name#，感激你为奥梅亚斯做的一切，有什么需要的，你尽管问我好了。,-1,我是想找寻死灵法师科托。,23,科托老师是我的贵宾，谁想到我竟然会被巴里克软禁，想必科托老师也被软禁在这里了吧，你可以在雪堡里寻找一下他。,-1,既然如此，我会去找寻一下他的。,,,,,,,,,,,
413,23,我想科托老师，应该是被软禁在楼上，不过楼梯的入口处，有很多骷髅将军守护，想要上去很困难。,-1,既然如此，那我就直接闯上去好了。,,,,,,,,,,,,,,,,,
414,23,真希望你能帮助奥梅亚斯摆脱这次危机。,,,,,,,,,,,,,,,,,,,
415,-1,我已经击败那些骷髅了。,23,很好，那样的生物实在是太可怕了。,,,,,,,,,,,,,,,,,
416,23,在这附近，有血魔在游荡，那是一种非常恐怖是魔物哦，会有很多无辜的人丧生的。,-1,那种生物我也知道，我会去处理的，因为血魔太过危险了。,,,,,,,,,,,,,,,,,
417,-1,血魔真是可怕呀，真不好对付。,23,感谢你为奥梅亚斯的人们清除掉了可怕的血魔。,,,,,,,,,,,,,,,,,
418,23,科托先生应该就被软禁在上边，你可以去寻找一下。,-1,嗯，我找科托找了很久了，希望这次能让我顺利见到他。,,,,,,,,,,,,,,,,,
419,-1,我已经见过科托了，我的目的已经达到了，不过我在离开前，会帮助您收复雪堡的。,23,那真是多谢你了！,,,,,,,,,,,,,,,,,
420,23,你来此的目的既然是为了科托老师，那么久应该去见见他，向着你的目标前行吧。,-1,嗯，我正有此意，我现在就去见见科托。,,,,,,,,,,,,,,,,,
421,-1,我找你很久了，总算让我见到你了。,24,解除了刚刚的误会，就是好的，有什么问题，你尽管问好了。,-1,我想问的是关于格拉之泪……,24,又是格拉之泪，想必是克里斯王让你来的吧，有不少冒险者都是为此前来找我的。,-1,是的，还请告诉我关于格拉之泪的情况。,24,格拉之泪是上古神器，绝对不只是出现在传说之中，我一直在研究关于创世神格拉的情况。,-1,那么调查结果呢？,24,据我调查，格拉之泪曾经出现在皇国格拉维斯特与教国阿卡利亚的交界处，这个先不提了，咱们先解决现在麻烦吧。,,,,,
422,24,这附近有很多红色的毒蝎，那都是黑暗军团所安排的，毒性很大，你先去清理一下炼狱魔蝎吧，不然我没有安全感。,-1,是，是，是，好吧……,,,,,,,,,,,,,,,,,
423,24,去去去！在完成我给你的任务之前，不要来打扰我，智者是需要私人空间的。,,,,,,,,,,,,,,,,,,,
424,-1,我已经搞定那些炼狱魔蝎了。,24,很不错，我现在可以告诉你，想要继续探寻创世神格拉，以及他神器的真相，那么就要去皇国与教国的交界处。,-1,听起来是一个漫长的旅行。,24,事情哪有想象的那么简单，不过眼下你还是先帮助小玛利亚收复奥梅亚斯吧。,,,,,,,,,,,,,
425,24,这里有一群炽热魔芋，他们是黑暗魔君巴里克最忠实的护卫，如果遇到他们，一定要小心谨慎。,-1,听着就让人觉得很不好对付，希望别让我碰到这些炽热魔芋。,,,,,,,,,,,,,,,,,
426,-1,真是不想要什么来什么，我果然碰到炽热魔芋了。,24,那你还能活着回来，我表示很惊讶。,,,,,,,,,,,,,,,,,
427,24,在这里，有很多暗影游动，这些暗影可都是通过死灵法术而产生的可怕魔物。,-1,死灵法术？难道是你搞的吗？,24,我的死灵法术可比这个强大的多，要是我出手，你看到的就不是小小的暗影了！好啦，你去清除掉这些暗影吧！,,,,,,,,,,,,,,,
428,-1,我想我已经搞定这些暗影了。,24,不错嘛，你对付死灵法术很有一套，未来对我或许是个威胁，我是不是该现在除掉你？,-1,请不要开这种玩笑！,,,,,,,,,,,,,,,
429,24,很快就能见到黑暗军团的领袖，黑暗魔君巴里克了，不过要接近他，很难。,-1,为什么说很难呢？,24,因为他的身边总是有亲卫刃使魔守护着，这是种非常致命的魔物，根本无法靠近。,-1,可恶，那我就先去清除掉一些亲卫刃使魔吧！,,,,,,,,,,,,,
